TIMESTAMP,Counter,DepthCm,ThisUTCtime,timestamp_utc,lat_magna,lon_magna,lat_emlid,lon_emlid
2023-11-15 18:04:02.62,100306,0.075,180315,2023-11-15 18:03:15,46.089641666666665,-79.34296166666667,46.089643202,-79.342950811
2023-11-15 18:04:04.43,100307,119.1,180316,2023-11-15 18:03:16,46.08964,-79.34296,46.089642354,-79.342951148
2023-11-15 18:04:05.96,100308,0.075,180318,2023-11-15 18:03:18,46.089641666666665,-79.34295833333333,46.089643267,-79.342950783
2023-11-15 18:04:07.49,100309,119.1,180320,2023-11-15 18:03:20,46.089641666666665,-79.34295833333333,46.08964355,-79.342952047
2023-11-15 18:04:12.07,100310,5.265,180324,2023-11-15 18:03:24,46.08963166666667,-79.34293833333334,46.089633281,-79.342931723
2023-11-15 18:04:14.34,100311,2.615,180326,2023-11-15 18:03:26,46.08962833333333,-79.34292833333333,46.089627361,-79.342923046
2023-11-15 18:04:40.47,100312,24.04,180353,2023-11-15 18:03:53,46.089615,-79.34289833333334,46.089614737,-79.342902439
2023-11-15 18:04:43.24,100313,1.621,180355,2023-11-15 18:03:55,46.08961166666667,-79.3429,46.089616022,-79.342901088
2023-11-15 18:04:45.88,100314,1.842,180358,2023-11-15 18:03:58,46.08961,-79.34287333333333,46.089613855,-79.342874078
2023-11-15 18:04:57.62,100315,42.86,180410,2023-11-15 18:04:10,46.089605,-79.34285,46.089606495,-79.342853671
2023-11-15 18:05:05.89,100316,32.54,180418,2023-11-15 18:04:18,46.089603333333336,-79.342835,46.089602802,-79.342836671
2023-11-15 18:05:13.97,100317,32.37,180426,2023-11-15 18:04:26,46.089596666666665,-79.34281,46.089594071,-79.342811697
2023-11-15 18:05:22.23,100318,35.41,180434,2023-11-15 18:04:34,46.089578333333336,-79.342775,46.089579242,-79.342782438
2023-11-15 18:05:29.33,100319,32.65,180441,2023-11-15 18:04:41,46.08958833333333,-79.342765,46.089583412,-79.342771614
2023-11-15 18:05:33.22,100320,5.044,180445,2023-11-15 18:04:45,46.089603333333336,-79.34276833333334,46.089599013,-79.342771433
2023-11-15 18:05:37.39,100321,11.34,180449,2023-11-15 18:04:49,46.08962666666667,-79.342765,46.08961904,-79.342765884
2023-11-15 18:05:45.41,100322,37.29,180457,2023-11-15 18:04:57,46.08964,-79.34276833333334,46.089633065,-79.342768247
2023-11-15 18:05:51.02,100323,29.39,180503,2023-11-15 18:05:03,46.08963166666667,-79.34279333333333,46.089629263,-79.342795019
2023-11-15 18:05:56.64,100324,20.61,180509,2023-11-15 18:05:09,46.08962833333333,-79.34280666666666,46.089624841,-79.342802348
2023-11-15 18:06:06.66,100325,32.65,180519,2023-11-15 18:05:19,46.08965833333333,-79.34279833333333,46.089650087,-79.342798409
2023-11-15 18:06:10.4,100326,4.161,180522,2023-11-15 18:05:22,46.089666666666666,-79.34281166666666,46.089659708,-79.342810965
2023-11-15 18:06:15.71,100327,34.86,180528,2023-11-15 18:05:28,46.089686666666665,-79.34283166666667,46.089676171,-79.342829862
2023-11-15 18:06:19.48,100328,2.173,180532,2023-11-15 18:05:32,46.08969333333334,-79.34284666666667,46.089684072,-79.342843586
2023-11-15 18:06:23.1,100329,3.553,180535,2023-11-15 18:05:35,46.089708333333334,-79.34283833333333,46.089699868,-79.342833931
2023-11-15 18:06:26.84,100330,4.05,180539,2023-11-15 18:05:39,46.089713333333336,-79.34280833333334,46.089703744,-79.342806447
2023-11-15 18:06:32,100331,33.64,180544,2023-11-15 18:05:44,46.08970333333333,-79.342785,46.08969174,-79.342787627
2023-11-15 18:06:40.59,100332,30.66,180553,2023-11-15 18:05:53,46.08969166666667,-79.34278166666667,46.089683035,-79.342784379
2023-11-15 18:06:48.33,100333,32.76,180600,2023-11-15 18:06:00,46.089666666666666,-79.34276333333334,46.089667275,-79.342763298
2023-11-15 18:06:53.4,100334,30.22,180605,2023-11-15 18:06:05,46.08965666666667,-79.342755,46.089657816,-79.342761561
2023-11-15 18:06:59.17,100335,28.56,180611,2023-11-15 18:06:11,46.089663333333334,-79.34273666666667,46.089664589,-79.34274649
2023-11-15 18:07:06.19,100336,25.09,180618,2023-11-15 18:06:18,46.08968333333333,-79.34273833333333,46.089685271,-79.342745719
2023-11-15 18:07:11.8,100337,12.77,180624,2023-11-15 18:06:24,46.08968333333333,-79.34271,46.089687919,-79.342721805
2023-11-15 18:07:14.92,100338,13.33,180627,2023-11-15 18:06:27,46.08969166666667,-79.3427,46.089693312,-79.342710811
2023-11-15 18:07:20.22,100339,5.43,180632,2023-11-15 18:06:32,46.089681666666664,-79.34270166666667,46.089682611,-79.342707829
2023-11-15 18:07:23.5,100340,3.995,180636,2023-11-15 18:06:36,46.089665,-79.34269166666667,46.089663231,-79.34269929
2023-11-15 18:07:26.65,100341,4.492,180639,2023-11-15 18:06:39,46.089648333333336,-79.34267833333334,46.089645632,-79.342687123
